Date,Close,High,Low,Shares_Traded,Turnover
2014-04-25,6782.75,6869.85,6772.85,154320793.0,8021.33
2014-04-28,6761.25,6786.25,6750.3,118162668.0,6297.18
2014-04-29,6715.25,6779.7,6708.65,115511531.0,5459.34
2014-04-30,6696.4,6780.15,6656.8,161106871.0,7066.78
2014-05-02,6694.8,6737.65,6689.5,114275323.0,5030.42
2014-05-05,6699.35,6741.05,6680.45,104989653.0,4881.32
2014-05-06,6715.3,6743.45,6701.9,88291413.0,4168.72
2014-05-07,6652.55,6718.75,6642.9,114099791.0,6513.29
2014-05-08,6659.85,6688.4,6638.55,101549745.0,5413.39
2014-05-09,6858.8,6871.35,6652.15,166442779.0,8027.14
2014-05-12,7014.25,7020.05,6862.9,157725090.0,8475.17
2014-05-13,7108.75,7172.35,7067.15,232221733.0,10573.11
2014-05-14,7108.75,7142.25,7080.9,177204155.0,9395.8
2014-05-15,7123.15,7152.55,7082.55,186848485.0,8947.95
2014-05-16,7203.0,7563.5,7130.65,393156741.0,21057.07
2014-05-19,7263.55,7291.1,7193.55,316246557.0,15228.6
2014-05-20,7275.5,7353.65,7247.7,255333095.0,11139.51
2014-05-21,7252.9,7287.15,7206.7,203137825.0,9544.12
2014-05-22,7276.4,7319.55,7258.15,240943899.0,10104.55
2014-05-23,7367.1,7381.0,7293.9,259638086.0,12002.13
2014-05-26,7359.05,7504.0,7269.05,273236339.0,13203.73
2014-05-27,7318.0,7372.95,7274.75,168599276.0,7931.22
2014-05-28,7329.65,7344.75,7302.6,175595609.0,8929.71
2014-05-29,7235.65,7325.4,7224.4,241115398.0,13385.17
2014-05-30,7229.95,7272.5,7118.45,312152571.0,13837.29
2014-06-02,7362.5,7368.6,7239.5,169891181.0,7833.43
2014-06-03,7415.85,7424.95,7342.15,234680218.0,10354.94
2014-06-04,7402.25,7433.3,7391.35,204592241.0,8913.89
2014-06-05,7474.1,7484.7,7360.5,250660653.0,11574.51
2014-06-06,7583.4,7592.7,7497.65,248397596.0,12322.96
2014-06-09,7654.6,7673.7,7580.25,231879926.0,10866.56
2014-06-10,7656.4,7683.2,7579.3,188669182.0,9475.21
2014-06-11,7626.85,7700.05,7589.05,186182446.0,10472.71
2014-06-12,7649.9,7658.0,7593.8,148207144.0,8187.49
2014-06-13,7542.1,7678.5,7525.35,174522339.0,11254.75
2014-06-16,7533.55,7548.6,7487.55,155377979.0,8449.27
2014-06-17,7631.7,7637.6,7509.25,157961787.0,8704.2
2014-06-18,7558.2,7663.0,7515.5,165078941.0,8963.97
2014-06-19,7540.7,7606.45,7502.55,148852437.0,8115.36
2014-06-20,7511.45,7560.55,7497.3,124132217.0,6801.49
2014-06-23,7493.35,7534.8,7441.6,127404790.0,6543.64
2014-06-24,7580.2,7593.35,7515.2,137002483.0,7146.44
2014-06-25,7569.25,7589.25,7557.05,114968325.0,6198.93
2014-06-26,7493.2,7570.2,7481.3,171676960.0,9190.64
2014-06-27,7508.8,7538.75,7482.3,126673395.0,6688.8
2014-06-30,7611.35,7623.65,7531.6,152303166.0,7887.37
2014-07-01,7634.7,7649.5,7618.15,139431498.0,6983.63
2014-07-02,7725.15,7732.4,7677.3,136324329.0,7363.75
2014-07-03,7714.8,7754.65,7706.8,133755275.0,7320.09
2014-07-04,7751.6,7758.0,7661.3,113070488.0,5863.82
2014-07-07,7787.15,7792.0,7755.1,173926355.0,8925.04
2014-07-08,7623.2,7808.85,7595.9,180646306.0,9002.25
2014-07-09,7585.0,7650.1,7551.65,168348843.0,8176.28
2014-07-10,7567.75,7731.05,7479.05,258385778.0,11431.68
2014-07-11,7459.6,7625.85,7447.2,187592951.0,8983.29
2014-07-14,7454.15,7478.45,7422.15,135231220.0,6659.48
2014-07-15,7526.65,7534.9,7459.15,122068670.0,6124.15
2014-07-16,7624.4,7640.1,7532.45,167973291.0,8186.24
2014-07-17,7640.45,7655.65,7612.7,141612002.0,6753.11
2014-07-18,7663.9,7685.0,7595.5,134603073.0,6903.7
2014-07-21,7684.2,7722.1,7674.0,105401279.0,5794.45
2014-07-22,7767.85,7773.85,7704.8,120081148.0,6494.69
2014-07-23,7795.75,7809.2,7752.9,122119113.0,7062.52
2014-07-24,7830.6,7835.65,7771.65,117608370.0,6271.45
2014-07-25,7790.45,7840.95,7748.6,153936037.0,7827.61
2014-07-28,7748.7,7799.9,7722.65,116534670.0,6107.78
2014-07-30,7791.4,7798.7,7707.6,178110084.0,10175.5
2014-07-31,7721.3,7791.85,7711.15,208857257.0,11718.26
2014-08-01,7602.6,7716.7,7593.9,181070405.0,9796.7
2014-08-04,7683.65,7694.8,7622.05,137040004.0,7495.07
2014-08-05,7746.55,7752.45,7638.05,128238762.0,6772.55
2014-08-06,7672.05,7740.95,7658.95,116361342.0,6905.9
2014-08-07,7649.25,7708.95,7630.4,116792296.0,6030.02
2014-08-08,7568.55,7592.45,7540.1,118429659.0,6283.56
2014-08-11,7625.95,7635.55,7598.6,106972573.0,5535.13
2014-08-12,7727.05,7735.75,7654.8,120611660.0,6181.17
2014-08-13,7739.55,7757.1,7695.7,154083920.0,8030.41
2014-08-14,7791.7,7796.7,7739.1,127328105.0,6745.33
2014-08-18,7874.25,7880.5,7779.2,126742201.0,6892.25
2014-08-19,7897.5,7918.55,7881.15,140615189.0,7928.8
2014-08-20,7875.3,7922.7,7864.05,117321408.0,6234.79
2014-08-21,7891.1,7919.65,7855.95,115221672.0,7502.01
2014-08-22,7913.2,7929.05,7900.05,104074858.0,7088.03
2014-08-25,7906.3,7968.25,7897.95,118465594.0,6152.32
2014-08-26,7904.75,7915.45,7862.45,142829732.0,6735.18
2014-08-27,7936.05,7946.85,7916.55,119961224.0,6261.16
2014-08-28,7954.35,7967.8,7939.2,189698796.0,10417.14
2014-09-01,8027.7,8035.0,7984.0,139328061.0,6944.65
2014-09-02,8083.05,8101.95,8036.55,134897503.0,7143.64
2014-09-03,8114.6,8141.9,8092.25,150726992.0,8444.29
2014-09-04,8095.95,8114.8,8060.9,141280504.0,6925.82
2014-09-05,8086.85,8122.7,8049.85,125981094.0,6559.7
2014-09-08,8173.9,8180.2,8126.15,120694390.0,6623.08
2014-09-09,8152.95,8174.55,8126.5,104740540.0,5364.95
2014-09-10,8094.1,8135.75,8082.1,107064326.0,5561.6
2014-09-11,8085.7,8127.95,8057.3,122818159.0,6492.35
2014-09-12,8105.5,8114.3,8071.6,111444349.0,6156.73
2014-09-15,8042.0,8077.3,8030.0,96502556.0,5387.06
2014-09-16,7932.9,8044.9,7925.15,127952551.0,6647.49
2014-09-17,7975.5,7990.65,7936.95,123722390.0,6689.37
2014-09-18,8114.75,8120.85,7939.7,116930309.0,6891.09
2014-09-19,8121.45,8160.9,8105.35,161284509.0,8957.42
2014-09-22,8146.3,8159.9,8064.8,105507265.0,5710.43
2014-09-23,8017.55,8159.75,8008.1,140780912.0,7947.61
2014-09-24,8002.4,8042.05,7950.05,182208501.0,7981.87
2014-09-25,7911.85,8019.3,7877.35,231899016.0,11692.69
2014-09-26,7968.85,7993.3,7841.8,147835866.0,8247.78
2014-09-29,7958.9,7991.75,7934.7,97267975.0,5089.35
2014-09-30,7964.8,8030.9,7923.85,141142071.0,7467.66
2014-10-01,7945.55,7977.5,7936.7,112997913.0,5979.61
2014-10-07,7852.4,7943.05,7842.7,148199508.0,7982.75
2014-10-08,7842.7,7869.9,7815.75,135914083.0,7408.61
2014-10-09,7960.55,7972.35,7886.5,123767811.0,6797.45
2014-10-10,7859.95,7924.05,7848.45,142926893.0,8473.9
2014-10-13,7884.25,7901.15,7796.0,118781369.0,6584.44
2014-10-14,7864.0,7928.0,7825.45,225472732.0,7709.0
2014-10-16,7748.2,7893.9,7729.65,213529479.0,9087.06
2014-10-17,7779.7,7819.2,7723.85,177623196.0,9626.9
2014-10-20,7879.4,7905.95,7856.95,176171562.0,8357.41
2014-10-21,7927.75,7936.6,7874.35,163403385.0,8432.94
2014-10-22,7995.9,8005.0,7974.55,151104463.0,7301.77
2014-10-23,8014.55,8031.75,8008.85,19640498.0,915.37
2014-10-27,7991.7,8064.4,7985.65,132824881.0,6511.8
2014-10-28,8027.6,8037.8,7995.05,124058566.0,6993.84
2014-10-29,8090.45,8097.95,8052.25,148313096.0,7406.0
2014-10-30,8169.2,8181.55,8085.2,205666559.0,11023.46
2014-10-31,8322.2,8330.75,8198.05,176165086.0,9450.53
2014-11-03,8324.15,8350.6,8297.65,141090166.0,7439.54
2014-11-05,8338.3,8365.55,8323.5,161614922.0,9021.74
2014-11-07,8337.0,8360.35,8290.25,153433693.0,11379.2
2014-11-10,8344.25,8383.05,8304.45,130749013.0,6932.28
2014-11-11,8362.65,8378.7,8321.85,122010840.0,6559.73
2014-11-12,8383.3,8415.05,8370.5,125243330.0,6535.31
2014-11-13,8357.85,8408.0,8320.35,127361048.0,6511.91
2014-11-14,8389.9,8400.65,8346.8,146768580.0,7849.19
2014-11-17,8430.75,8438.1,8349.1,113879138.0,7270.5
2014-11-18,8425.9,8454.5,8407.25,134678948.0,7323.18
2014-11-19,8382.3,8455.65,8360.5,125399132.0,6997.58
2014-11-20,8401.9,8410.85,8353.15,122775989.0,6218.34
2014-11-21,8477.35,8489.8,8398.6,137015453.0,7889.99
2014-11-24,8530.15,8534.65,8490.8,140657508.0,7180.3
2014-11-25,8463.1,8535.35,8429.45,271914173.0,12210.62
2014-11-26,8475.75,8500.3,8438.65,151922494.0,7123.76
2014-11-27,8494.2,8506.75,8456.35,194298604.0,9556.05
2014-11-28,8588.25,8617.0,8516.25,197214619.0,10053.47
2014-12-01,8555.9,8623.0,8545.15,151990638.0,8565.14
2014-12-02,8524.7,8560.2,8504.65,137386984.0,6753.13
2014-12-03,8537.65,8546.95,8508.35,153199341.0,7664.86
2014-12-04,8564.4,8626.95,8526.4,143477230.0,6687.99
2014-12-05,8538.3,8588.35,8523.9,143345553.0,6452.4
2014-12-08,8438.25,8546.35,8432.25,163819529.0,13929.39
2014-12-09,8340.7,8444.5,8330.5,146266705.0,7115.31
2014-12-10,8355.65,8376.8,8317.0,136656345.0,6738.18
2014-12-11,8292.9,8348.3,8272.4,133862999.0,6718.85
2014-12-12,8224.1,8321.9,8216.3,138080911.0,6894.03
2014-12-15,8219.6,8242.4,8152.5,137140608.0,6720.94
2014-12-16,8067.6,8189.35,8052.6,197337631.0,8920.29
2014-12-17,8029.8,8082.0,7961.35,216216145.0,9966.02
2014-12-18,8159.3,8174.3,8084.9,162112021.0,7352.6
2014-12-19,8225.2,8263.45,8208.6,174796496.0,8246.76
2014-12-22,8324.0,8330.95,8228.2,139159658.0,5745.04
2014-12-23,8267.0,8364.75,8252.85,132190368.0,5629.52
2014-12-24,8174.1,8286.4,8155.25,221905876.0,11229.76
2014-12-26,8200.7,8234.55,8147.95,75528707.0,2995.12
2014-12-29,8246.3,8279.15,8214.7,82086035.0,3340.07
2014-12-30,8248.25,8268.25,8220.55,77695770.0,3460.46
2014-12-31,8282.7,8291.0,8243.75,84532600.0,4221.32
2015-01-01,8284.0,8294.7,8248.75,56560411.0,2321.88
2015-01-02,8395.45,8410.6,8288.7,101887024.0,4715.72
2015-01-05,8378.4,8445.6,8363.9,118160545.0,5525.52
2015-01-06,8127.35,8327.85,8111.35,172799618.0,8089.19
2015-01-07,8102.1,8151.2,8065.45,164075424.0,7464.33
2015-01-08,8234.6,8243.5,8167.3,143802802.0,8147.4
2015-01-09,8284.5,8303.3,8190.8,152612528.0,9305.95
2015-01-12,8323.0,8332.6,8245.6,103153908.0,5437.76
2015-01-13,8299.4,8356.65,8267.9,129561892.0,6499.2
2015-01-14,8277.55,8326.45,8236.65,150621631.0,7020.91
2015-01-15,8494.15,8527.1,8380.55,232138802.0,10725.62
2015-01-16,8513.8,8530.75,8452.25,181365905.0,8690.54
2015-01-19,8550.7,8570.95,8531.5,129346422.0,6292.59
2015-01-20,8695.6,8707.9,8574.5,158713840.0,7838.19
2015-01-21,8729.5,8741.85,8689.6,191651012.0,9735.99
2015-01-22,8761.4,8774.15,8727.0,180912372.0,9025.95
2015-01-23,8835.6,8866.4,8795.4,197124706.0,9716.57
2015-01-27,8910.5,8925.05,8825.45,192010521.0,9988.36
2015-01-28,8914.3,8985.05,8874.05,190805926.0,10313.46
2015-01-29,8952.35,8966.65,8861.25,264245843.0,13427.54
2015-01-30,8808.9,8996.6,8775.1,275587957.0,12385.18
2015-02-02,8797.4,8840.8,8751.1,216556534.0,10430.34
2015-02-03,8756.55,8837.3,8726.65,208672175.0,9888.1
2015-02-04,8723.7,8792.85,8704.4,201252375.0,8707.82
2015-02-05,8711.7,8838.45,8683.65,179008853.0,9126.1
2015-02-06,8661.05,8726.2,8645.55,176554075.0,7912.1
2015-02-09,8526.35,8605.55,8516.35,151329604.0,6863.17
2015-02-10,8565.55,8646.25,8470.5,202294693.0,9965.76
2015-02-11,8627.4,8651.95,8593.65,166560867.0,7602.46
2015-02-12,8711.55,8732.55,8599.25,163681352.0,7669.87
2015-02-13,8805.5,8822.1,8729.65,228807812.0,10248.41
2015-02-16,8809.35,8870.1,8793.4,140637331.0,7047.32
2015-02-18,8869.1,8894.3,8808.9,152152801.0,10153.74
2015-02-19,8895.3,8913.45,8794.45,219867400.0,9794.26
2015-02-20,8833.6,8899.95,8816.3,203714864.0,8193.56
2015-02-23,8754.95,8869.0,8736.1,143932325.0,7171.05
2015-02-24,8762.1,8800.5,8726.75,154368611.0,7413.31
2015-02-25,8767.25,8840.65,8751.4,139406599.0,6986.78
2015-02-26,8683.85,8786.05,8669.45,224185492.0,10531.16
2015-02-27,8844.6,8856.95,8717.45,257226273.0,11924.49
2015-02-28,8901.85,8941.1,8751.35,246453954.0,10064.41
2015-03-02,8956.75,8972.35,8885.45,224772586.0,11525.5
2015-03-03,8996.25,9008.4,8925.55,183251960.0,9033.61
2015-03-04,8922.65,9119.2,8893.95,256060375.0,12130.98
2015-03-05,8937.75,8957.55,8849.35,165081476.0,8250.55
2015-03-09,8756.75,8891.3,8740.45,160332840.0,8132.43
2015-03-10,8712.05,8778.0,8677.35,168916337.0,8402.33
2015-03-11,8699.95,8755.6,8682.35,178053293.0,8259.67
2015-03-12,8776.0,8787.2,8732.9,179337979.0,8184.46
2015-03-13,8647.75,8849.75,8631.75,184665971.0,8121.26
2015-03-16,8633.15,8663.55,8612.0,168438040.0,7559.94
2015-03-17,8723.3,8742.55,8630.8,182504639.0,8086.26
2015-03-18,8685.9,8747.25,8664.0,161153533.0,8227.5
2015-03-19,8634.65,8788.2,8614.65,168628424.0,8460.35
2015-03-20,8570.9,8627.9,8553.0,179982752.0,8484.23
2015-03-23,8550.9,8608.35,8540.55,155425780.0,6195.45
2015-03-24,8542.95,8627.75,8535.85,161465466.0,7913.26
2015-03-25,8530.8,8573.75,8516.55,165952155.0,8200.05
2015-03-26,8342.15,8499.45,8325.35,288758332.0,13667.31
2015-03-27,8341.4,8413.2,8269.15,198979321.0,9528.86
2015-03-30,8492.3,8504.55,8380.75,142061290.0,6713.2
2015-03-31,8491.0,8550.45,8454.15,177059509.0,8108.36
2015-04-01,8586.25,8603.4,8464.75,136312446.0,6863.03
2015-04-06,8659.9,8667.55,8573.75,150877855.0,7633.0
2015-04-07,8660.3,8693.6,8586.85,141765381.0,7287.01
2015-04-08,8714.4,8730.5,8679.8,149617725.0,7889.65
2015-04-09,8778.3,8785.5,8682.45,158192905.0,8391.19
2015-04-10,8780.35,8787.4,8733.6,141464357.0,7119.96
2015-04-13,8834.0,8841.65,8762.1,122833397.0,6242.71
2015-04-15,8750.2,8844.8,8722.4,170458015.0,8908.26
2015-04-16,8706.7,8760.0,8645.65,149337173.0,8268.33
2015-04-17,8606.0,8699.85,8596.7,155474164.0,9134.37
2015-04-20,8448.1,8619.95,8422.75,154492312.0,8930.38
2015-04-21,8377.75,8469.35,8352.7,418959074.0,32873.45
2015-04-22,8429.7,8449.95,8284.7,176926942.0,10002.48
2015-04-23,8398.3,8504.95,8361.85,169840748.0,9801.34
2015-04-24,8305.25,8413.3,8273.35,177843969.0,10984.24
2015-04-27,8213.8,8334.45,8202.35,174706337.0,10143.36
2015-04-28,8285.6,8308.0,8185.15,183754628.0,9560.13
2015-04-29,8239.75,8308.2,8219.2,174958511.0,8571.95
2015-04-30,8181.5,8229.4,8144.75,281696257.0,14755.35
2015-05-04,8331.95,8346.0,8220.45,136913823.0,7856.18
2015-05-05,8324.8,8355.65,8280.6,156019941.0,8138.54
2015-05-06,8097.0,8331.95,8083.0,212509839.0,10894.12
2015-05-07,8057.3,8122.6,7997.15,166563657.0,8443.96
2015-05-08,8191.5,8224.95,8123.45,188776090.0,8961.33
2015-05-11,8325.25,8332.75,8224.65,197882948.0,8396.12
2015-05-12,8126.95,8326.65,8115.3,178753978.0,8779.53
2015-05-13,8235.45,8254.95,8089.8,175015183.0,8391.93
2015-05-14,8224.2,8236.25,8137.3,138964395.0,6763.72
2015-05-15,8262.35,8279.2,8212.2,133838055.0,6463.64
2015-05-18,8373.65,8384.6,8271.95,153340463.0,7459.18
2015-05-19,8365.65,8427.8,8335.0,144642344.0,7266.52
2015-05-20,8423.25,8440.35,8391.45,127388797.0,6151.44
2015-05-21,8421.0,8446.35,8382.5,148189485.0,7641.6
2015-05-22,8458.95,8489.55,8420.6,193080657.0,8261.69
2015-05-25,8370.25,8441.95,8364.15,125051166.0,5555.29
2015-05-26,8339.35,8378.9,8320.05,120428892.0,5908.3
2015-05-27,8334.6,8342.85,8277.95,170583401.0,8131.59
2015-05-28,8319.0,8364.5,8270.15,239549060.0,11449.91
2015-05-29,8433.65,8443.9,8305.7,375232198.0,20736.2
2015-06-01,8433.4,8467.15,8405.4,125990614.0,7254.01
2015-06-02,8236.45,8445.35,8226.05,151337661.0,8083.17
2015-06-03,8135.1,8236.7,8094.15,176661646.0,7920.26
2015-06-04,8130.65,8160.05,8056.75,159470840.0,7560.49
2015-06-05,8114.7,8191.0,8100.15,167055308.0,7588.4
2015-06-08,8044.15,8131.0,8030.55,140075743.0,6230.61
2015-06-09,8022.4,8057.15,8005.15,140217686.0,6442.05
2015-06-10,8124.45,8152.25,8023.8,141030200.0,6790.27
2015-06-11,7965.35,8163.05,7958.25,171348959.0,7868.44
2015-06-12,7982.9,7995.6,7940.3,140839875.0,6737.25
2015-06-15,8013.9,8057.7,7944.85,137116389.0,6129.12
2015-06-16,8047.3,8061.85,7952.35,127809460.0,5923.8
2015-06-17,8091.55,8136.85,8048.95,157205716.0,7878.66
2015-06-18,8174.6,8186.9,8101.8,149266110.0,7767.77
2015-06-19,8224.95,8250.8,8195.65,151575997.0,7722.05
2015-06-22,8353.1,8369.45,8257.4,126542473.0,6163.02
2015-06-23,8381.55,8398.45,8334.95,135844708.0,6437.33
2015-06-24,8360.85,8421.35,8338.9,134062733.0,7175.22
2015-06-25,8398.0,8423.15,8329.5,207421340.0,9911.16
2015-06-26,8381.1,8408.55,8339.7,113959476.0,5848.78
2015-06-29,8318.4,8329.45,8195.65,136106699.0,6604.12
2015-06-30,8368.5,8378.0,8298.95,163366250.0,8425.52
2015-07-01,8453.05,8481.6,8370.15,135887471.0,6938.05
2015-07-02,8444.9,8479.25,8433.2,115472141.0,6065.26
2015-07-03,8484.9,8497.75,8424.15,91142979.0,4983.21
2015-07-06,8522.15,8533.15,8386.15,104578132.0,5517.86
2015-07-07,8510.8,8561.35,8483.85,126038231.0,6054.41
2015-07-08,8363.05,8457.5,8341.4,193886999.0,8876.81
2015-07-09,8328.55,8400.3,8323.0,135358659.0,6610.4
2015-07-10,8360.55,8377.1,8315.4,158883926.0,8128.47
2015-07-13,8459.65,8471.65,8355.4,121380175.0,6506.28
2015-07-14,8454.1,8480.25,8424.1,104893796.0,5454.41
2015-07-15,8523.8,8531.4,8462.95,108835522.0,5805.53
2015-07-16,8608.05,8616.1,8542.9,119637042.0,6544.15
2015-07-17,8609.85,8642.95,8593.15,108190401.0,5713.13
2015-07-20,8603.45,8624.1,8559.0,93439295.0,5107.62
2015-07-21,8529.45,8646.75,8517.9,169151098.0,10699.52
2015-07-22,8633.5,8643.9,8498.65,141018383.0,7427.34
2015-07-23,8589.8,8654.75,8573.8,136962516.0,7747.81
2015-07-24,8521.55,8589.15,8513.5,131344832.0,6942.22
2015-07-27,8361.0,8492.2,8351.55,140828066.0,7353.09
2015-07-28,8337.0,8397.4,8321.75,179983810.0,8403.15
2015-07-29,8375.05,8381.5,8338.45,145399010.0,7232.34
2015-07-30,8421.8,8458.9,8408.3,221939186.0,10007.3
2015-07-31,8532.85,8548.95,8448.0,209629301.0,9522.19
2015-08-03,8543.05,8563.95,8508.1,161485758.0,7738.1
2015-08-04,8516.9,8565.15,8448.25,193226091.0,9003.82
2015-08-05,8567.95,8591.85,8545.85,136948290.0,6434.82
2015-08-06,8588.65,8606.3,8551.5,139116393.0,6595.25
2015-08-07,8564.6,8595.95,8552.7,148073594.0,6528.28
2015-08-10,8525.6,8621.55,8497.8,127194886.0,5780.49
2015-08-11,8462.35,8556.25,8441.3,159192694.0,7049.29
2015-08-12,8349.45,8446.95,8337.95,195904304.0,8630.35
2015-08-13,8355.85,8429.5,8339.75,195079107.0,7840.58
2015-08-14,8518.55,8530.1,8381.2,160680260.0,7090.58
2015-08-17,8477.3,8530.6,8428.05,180083830.0,6543.01
2015-08-18,8466.55,8525.75,8433.6,157991554.0,6501.24
2015-08-19,8495.15,8520.45,8425.95,134512114.0,6338.67
2015-08-20,8372.75,8501.35,8359.75,189841783.0,9193.19
2015-08-21,8299.95,8322.2,8225.05,207542070.0,9606.33
2015-08-24,7809.0,8060.05,7769.4,322096413.0,13856.66
2015-08-25,7880.7,7925.4,7667.25,308255265.0,13420.76
2015-08-26,7791.85,7930.05,7777.1,223261362.0,10207.56
2015-08-27,7948.95,7963.6,7862.3,314422773.0,14282.73
2015-08-28,8001.95,8091.8,7961.65,201572450.0,8641.87
2015-08-31,7971.3,8043.6,7947.95,204254629.0,9547.7
2015-09-01,7785.85,7929.1,7746.5,190581167.0,8633.26
2015-09-02,7717.0,7862.55,7699.25,222003483.0,9794.29
2015-09-03,7823.0,7845.6,7754.05,160609681.0,7060.37
2015-09-04,7655.05,7804.9,7626.85,199569987.0,8200.69
2015-09-07,7558.8,7705.05,7545.9,145763902.0,5768.15
2015-09-08,7688.25,7720.9,7539.5,177514609.0,7380.17
2015-09-09,7818.6,7846.05,7764.55,214842731.0,8550.1
2015-09-10,7788.1,7819.85,7678.5,165313439.0,6992.42
2015-09-11,7789.3,7864.85,7759.9,140576943.0,6014.16
2015-09-14,7872.25,7879.95,7761.85,126630775.0,5277.75
