Date,Close,High,Low,Shares_Traded,Turnover,log_return,range_volatility
2016-01-04,7791.3,7937.55,7781.1,1.38864905E8,5897.08,-0.02182320254634219,3.9628654048629275E-4
2016-01-05,7784.65,7831.2,7763.25,1.49672973E8,5948.51,-8.538805535521714E-4,7.594589177945702E-5
2016-01-06,7741.0,7800.95,7721.2,1.51715828E8,6722.17,-0.0056229677996819044,1.0559060194706421E-4
2016-01-07,7568.3,7674.95,7556.6,1.94732861E8,7803.21,-0.022562406666700497,2.4150481582175417E-4
2016-01-08,7601.35,7634.1,7581.05,1.6234869E8,6753.57,0.00435739154073617,4.8627485281150815E-5
2016-01-11,7563.85,7605.1,7494.35,1.94836791E8,7327.15,-0.004945543274399779,2.1519926361774743E-4
2016-01-12,7510.3,7588.3,7487.8,1.68975973E8,7071.48,-0.007104908106335364,1.777571023968295E-4
2016-01-13,7562.4,7590.95,7425.8,2.21908258E8,9585.17,0.006913188413160628,4.83838325513258E-4
2016-01-14,7536.8,7604.8,7443.8,2.06988549E8,9246.75,-0.003390911376716468,4.578810688248004E-4
2016-01-15,7437.8,7566.5,7427.3,2.03643071E8,8279.07,-0.013222582559598958,3.4477835254529933E-4
2016-01-18,7351.0,7463.65,7336.4,2.40798183E8,8431.56,-0.011738747800771408,2.9571313277489613E-4
2016-01-19,7435.1,7462.75,7364.15,1.94068339E8,7038.84,0.011375671328844596,1.7689921614879588E-4
2016-01-20,7309.3,7470.9,7241.5,2.32614141E8,8794.16,-0.017064519778242238,9.726356153538981E-4
2016-01-21,7276.8,7398.7,7250.0,2.48113284E8,9401.16,-0.004456304808527721,4.1220532161143054E-4
2016-01-22,7422.45,7433.4,7327.6,2.36282061E8,7666.39,0.019817986224223778,2.0550133179508037E-4
2016-01-25,7436.15,7487.15,7421.2,1.68202502E8,5910.99,0.0018440504330504684,7.827734680272226E-5
2016-01-27,7437.75,7477.9,7419.7,1.93389891E8,6834.77,2.1514196090760673E-4,6.104888844298986E-5
2016-01-28,7424.65,7468.85,7409.6,2.83036298E8,10049.88,-0.001762838221614563,6.343455718209594E-5
2016-01-29,7563.55,7575.65,7402.8,3.07934042E8,11277.33,0.01853511116378017,5.32725603185513E-4
2016-02-01,7555.95,7600.45,7541.25,2.06645021E8,8209.5,-0.0010053243348120673,6.114466302557696E-5
2016-02-02,7455.55,7576.3,7428.05,2.37338907E8,8030.99,-0.013376610874904342,3.905200076474397E-4
2016-02-03,7361.8,7419.4,7350.3,1.97863301E8,6748.17,-0.012654253427677708,8.755462158074206E-5
2016-02-04,7404.0,7457.05,7365.95,2.29563364E8,7465.35,0.005715926654272561,1.510899105949888E-4
2016-02-05,7489.1,7503.15,7406.65,2.57518899E8,8628.24,0.011428235384442176,1.6756492285177027E-4
2016-02-08,7387.25,7512.55,7363.2,1.76758985E8,5746.45,-0.013693088883640953,4.0321983581306965E-4
2016-02-09,7298.2,7323.45,7275.15,2.1873028E8,7415.13,-0.012127798804870539,4.3785972900162534E-5
2016-02-10,7215.7,7271.85,7177.75,2.54481339E8,8129.65,-0.011368534790472756,1.6964453258288233E-4
2016-02-11,6976.35,7208.65,6959.95,3.01302956E8,9250.27,-0.03373335025025544,0.0012326702076847398
2016-02-12,6980.95,7034.8,6869.0,3.44210729E8,11062.63,6.591532984963952E-4,5.688571139517932E-4
2016-02-15,7162.95,7182.8,7056.8,3.65217073E8,10204.34,0.02573689662749143,3.1320462891743623E-4
2016-02-16,7048.25,7204.65,7037.7,2.61607451E8,7638.39,-0.01614254823202739,5.496792153463057E-4
2016-02-17,7108.45,7123.7,6960.65,2.68017961E8,7686.32,0.008504858175728582,5.361258956070832E-4
2016-02-18,7191.75,7215.1,7127.85,2.54331498E8,8051.51,0.01165031848362057,1.4802143416855137E-4
2016-02-19,7210.75,7226.85,7145.95,1.9820648E8,6156.58,0.002638432358562314,1.2673116958068453E-4
2016-02-22,7234.55,7252.4,7200.7,1.59162842E8,5832.89,0.0032951924204565474,5.1182649912595094E-5
2016-02-23,7109.55,7241.7,7090.7,2.00396978E8,6433.16,-0.01742920982584184,4.4402577825373697E-4
2016-02-24,7018.7,7090.8,7009.75,2.05898417E8,6497.18,-0.012860934969299378,1.3216105291654332E-4
2016-02-25,6970.6,7034.2,6961.4,2.91932544E8,9090.16,-0.006876711422382299,1.0822997060765058E-4
2016-02-26,7029.75,7052.9,6985.1,2.13142575E8,6880.96,0.008449839031309078,9.330730732532061E-5
2016-02-29,6987.05,7094.6,6825.8,4.87969285E8,15992.15,-0.006092707620728847,0.0014918428055442268
2016-03-01,7222.3,7235.5,7035.1,2.8356157E8,9896.58,0.03311502604036025,7.889110879566575E-4
2016-03-02,7368.85,7380.35,7308.15,3.48965708E8,10983.06,0.020088194301993236,9.664657918688578E-5
2016-03-03,7475.6,7483.95,7406.05,2.87248532E8,9255.43,0.01438272757981807,1.0948470080454753E-4
2016-03-04,7485.35,7505.9,7444.1,2.9044123E8,8135.06,0.0013033933513985744,6.835330270910835E-5
2016-03-08,7485.3,7527.15,7442.15,2.64945393E8,8417.86,-6.679736684793017E-6,1.2897460124506666E-4
2016-03-09,7531.8,7539.0,7424.3,2.52709391E8,9036.29,0.006192959841356403,2.350439481194369E-4
2016-03-10,7486.15,7547.1,7447.4,2.31584305E8,8875.92,-0.006079410385437102,1.7684758412233E-4
2016-03-11,7510.2,7543.95,7460.6,2.04806572E8,7558.55,0.0032074498952521847,1.2343382404838112E-4
2016-03-14,7538.75,7583.7,7515.05,1.72067214E8,6330.45,0.0037942892031638392,8.269229996524396E-5
2016-03-15,7460.6,7545.2,7452.8,1.99653871E8,7577.78,-0.010420545847201314,1.5182672521294718E-4
2016-03-16,7498.75,7508.0,7405.15,2.01430035E8,7102.59,0.005100500049307666,1.902582870522694E-4
2016-03-17,7512.55,7585.3,7479.4,2.47043954E8,9539.89,0.0018386154280552417,1.9767204003360946E-4
2016-03-18,7604.35,7613.6,7517.9,2.4472749E8,9971.59,0.01214549655978919,1.60004237271429E-4
2016-03-21,7704.25,7713.55,7617.7,2.02853386E8,8381.51,0.013051672671276491,1.5635090939635862E-4
2016-03-22,7714.9,7728.2,7643.8,2.15355848E8,8628.05,0.0013813993240332821,1.2058488156260255E-4
2016-03-23,7716.5,7726.85,7670.6,2.05794773E8,7612.54,2.0736939042907305E-4,5.3384023617642824E-5
2016-03-28,7615.1,7749.4,7587.7,2.49905118E8,10102.36,-0.013227775121485097,4.4465759756070106E-4
2016-03-29,7597.0,7652.9,7582.25,2.23493457E8,10474.75,-0.0023796857161793887,8.601953310742007E-5
2016-03-30,7735.2,7741.95,7643.45,2.39843751E8,9908.6,0.01802790766611606,1.639557816864683E-4
2016-03-31,7738.4,7777.6,7702.0,3.91914059E8,15918.74,4.1360769899949964E-4,9.540936820957886E-5
2016-04-01,7713.05,7740.15,7666.1,1.89571551E8,8118.47,-0.003281248393441246,9.241084129388744E-5
2016-04-04,7758.8,7764.45,7704.4,1.6027794E8,6506.44,0.005913983569240657,6.028014963207061E-5
2016-04-05,7603.2,7736.3,7588.65,2.10126897E8,8412.34,-0.020258471755920285,3.71326238594361E-4
2016-04-06,7614.35,7638.65,7591.75,1.70653808E8,6802.69,0.001465413551501711,3.79302585692919E-5
2016-04-07,7546.45,7630.75,7535.85,2.4168405E8,7709.23,-0.008957370850205362,1.5661281155383182E-4
2016-04-08,7555.2,7569.35,7526.7,1.4781646E8,5981.23,0.0011588139016811545,3.1928147578071735E-5
2016-04-11,7671.4,7678.8,7516.85,1.85353268E8,7055.61,0.015263060148727501,4.54376874833439E-4
2016-04-12,7708.95,7717.4,7663.35,1.68508978E8,6945.44,0.004882863472765534,4.9396927556738956E-5
2016-04-13,7850.45,7864.8,7772.2,2.27217288E8,10071.44,0.018188863461525737,1.4027660479827092E-4
2016-04-18,7914.7,7920.6,7842.75,1.90258561E8,10356.03,0.008150934906212496,9.756347263509877E-5
2016-04-20,7914.75,7950.4,7877.55,2.1163006E8,10069.83,6.3173388842871176E-6,8.47375489258771E-5
2016-04-21,7912.05,7978.45,7884.1,2.30577117E8,9613.3,-3.411934220679929E-4,1.4151681167387823E-4
2016-04-22,7899.3,7923.35,7873.35,1.8898854E8,7714.04,-0.0016127658629500094,4.007468892550313E-5
2016-04-25,7855.05,7911.0,7827.0,1.50776959E8,7362.13,-0.005617510892454403,1.139535159832782E-4
2016-04-26,7962.65,7974.5,7822.55,2.08656803E8,9686.21,0.013605221965695767,3.7011458866970847E-4
2016-04-27,7979.9,7991.0,7940.55,2.13174058E8,9669.04,0.0021640210294831333,4.0111525027939414E-5
2016-04-28,7847.25,7992.0,7834.45,3.01485186E8,14943.3,-0.01676272810774945,3.964226675839933E-4
2016-04-29,7849.8,7889.05,7788.7,2.51227047E8,9872.58,3.249018156190739E-4,1.638849743859923E-4
2016-05-02,7805.9,7829.8,7777.3,1.50818181E8,6079.16,-0.005608195744850267,4.52623864406978E-5
2016-05-03,7747.0,7890.25,7735.15,1.9227137E8,8536.83,-0.007574186368132628,3.941393785004455E-4
2016-05-04,7706.55,7749.0,7697.25,2.05939089E8,7816.27,-0.005235055036589779,4.4899120101398714E-5
2016-05-05,7735.5,7777.55,7706.85,1.90792828E8,8089.45,0.0037495065638106385,8.339040662397207E-5
2016-05-06,7733.45,7738.9,7678.35,1.68662226E8,6296.51,-2.6504707973084955E-4,6.169911328671166E-5
2016-05-09,7866.05,7873.65,7753.55,1.65616829E8,7559.77,0.0170009543630475,2.362657486138928E-4
2016-05-10,7887.8,7896.9,7837.7,1.66957276E8,7306.72,0.002761231549014723,5.662341905134772E-5
2016-05-11,7848.85,7893.1,7780.9,2.20712496E8,9394.05,-0.004950237761993738,2.0497498188882084E-4
2016-05-12,7900.4,7916.05,7849.65,1.57444918E8,7171.91,0.006546366855241561,7.09536545656371E-5
2016-05-13,7814.9,7881.0,7784.2,1.85061782E8,10152.08,-0.01088122321630429,1.5273897560942777E-4
2016-05-16,7860.75,7873.9,7772.15,2.11547775E8,7790.24,0.005849853849998104,1.691732312815429E-4
2016-05-17,7890.75,7940.1,7879.7,1.8914081E8,8195.95,0.0038091656381104887,5.8309069603936594E-5
2016-05-18,7870.15,7882.05,7810.75,1.61169418E8,7333.13,-0.0026140654062346874,8.257415692160996E-5
2016-05-19,7783.4,7876.2,7766.8,1.75711829E8,7163.38,-0.011083861247528111,1.9564497859062945E-4
2016-05-20,7749.7,7812.4,7735.75,1.61889432E8,6798.89,-0.004339127782009621,9.721513927672729E-5
2016-05-23,7731.05,7820.6,7722.2,1.77347948E8,7141.74,-0.0024094451525408156,1.6032574825954925E-4
2016-05-24,7748.85,7761.55,7715.8,1.51538169E8,6119.23,0.0022997574719705355,3.4950348494340064E-5
2016-05-25,7934.9,7941.2,7809.3,1.81636649E8,8202.39,0.023726306246479582,2.8053121814522583E-4
2016-05-26,8069.65,8083.0,7948.5,2.72456307E8,12422.0,0.01683935932876852,2.815636725205699E-4
2016-05-27,8156.65,8164.2,8077.05,2.68963949E8,10607.22,0.010723434632758858,1.1517658778692983E-4
2016-05-30,8178.5,8200.0,8150.8,2.55086293E8,9199.38,0.0026752142504092432,3.621719451570659E-5
2016-05-31,8160.1,8213.6,8134.3,4.85645737E8,21491.53,-0.0022523359135574773,9.412158536431392E-5
2016-06-01,8179.95,8215.35,8171.05,2.00371829E8,8408.53,0.0024296143236509325,2.923495676352192E-5
2016-06-02,8218.95,8229.5,8154.75,1.87316365E8,8389.69,0.004756425556180148,8.325978397375146E-5
2016-06-03,8220.8,8262.0,8209.85,3.90652017E8,10762.52,2.250642507103704E-4,4.009468090690586E-5
2016-06-06,8201.05,8234.7,8186.05,1.76885226E8,7657.92,-0.0024053330802774366,3.5110922774549556E-5
2016-06-07,8266.45,8294.95,8216.4,2.49365706E8,10462.49,0.00794295962877799,9.0530257549517E-5
2016-06-08,8273.05,8288.9,8252.05,1.79710369E8,7614.02,7.980894646536186E-4,1.9852514183118642E-5
2016-06-09,8203.6,8273.35,8184.6,1.80293039E8,7973.1,-0.008430161629140858,1.1631980275199438E-4
2016-06-10,8170.05,8265.6,8162.85,1.87757375E8,7853.83,-0.004098053513215543,1.5647386052941025E-4
2016-06-13,8110.6,8125.25,8063.9,1.74916286E8,7343.99,-0.007303180676130014,5.744406822515467E-5
2016-06-14,8108.85,8134.95,8069.5,1.50042362E8,6003.23,-2.1579030198819746E-4,6.525524524792438E-5
2016-06-15,8206.6,8213.2,8123.15,1.74953935E8,6945.89,0.011982650752247075,1.2154194003338018E-4
2016-06-16,8140.75,8180.65,8074.45,1.95028743E8,7764.57,-0.008056395216174761,1.7074267937603157E-4
2016-06-17,8170.2,8195.25,8135.8,1.7184276E8,7741.9,0.003611075014268178,5.3007744975372274E-5
2016-06-20,8238.5,8244.15,8107.35,1.73750792E8,7392.97,0.00832490013890157,2.799866049778382E-4
2016-06-21,8219.9,8257.25,8202.15,1.41161921E8,5978.26,-0.00226024497138191,4.482687192718023E-5
2016-06-22,8203.7,8238.35,8153.25,1.40268297E8,6377.69,-0.001972771530476316,1.0781624949628457E-4
2016-06-23,8270.45,8285.6,8188.3,1.58852677E8,6805.86,0.00810364908467242,1.395413503401691E-4
2016-06-24,8088.6,8100.7,7927.05,3.06803641E8,13263.08,-0.0222332581552268,4.695679369329129E-4
2016-06-27,8094.7,8120.65,8039.35,1.67462711E8,7614.06,7.538635863996896E-4,1.0124316138227045E-4
2016-06-28,8127.85,8146.35,8086.85,1.75724276E8,7777.39,0.004086909412090227,5.373899420286526E-5
2016-06-29,8204.0,8212.4,8157.65,1.51499716E8,6940.87,0.009325404268708032,4.474365577490859E-5
2016-06-30,8287.75,8308.15,8242.1,2.88031935E8,12346.32,0.010156680759383653,6.370905010151657E-5
2016-07-01,8328.35,8356.75,8308.65,1.70581881E8,7358.38,0.004886836357259007,3.332123365682235E-5
2016-07-04,8370.7,8398.45,8364.7,1.58955823E8,6662.92,0.005072155696760833,1.621427210225056E-5
2016-07-05,8335.95,8381.45,8319.95,1.43253937E8,5976.01,-0.004160026111129104,5.423859034027381E-5
2016-07-07,8337.9,8361.95,8317.7,1.60327315E8,7592.94,2.3389919051559977E-4,2.8152353846560713E-5
2016-07-08,8323.2,8353.3,8287.55,1.42159935E8,6886.33,-0.0017645898307286068,6.244605594889996E-5
2016-07-11,8467.9,8475.25,8407.05,1.54399933E8,7576.69,0.01723574776678337,6.527851086616227E-5
2016-07-12,8521.05,8526.6,8479.2,1.8933975E8,7873.74,0.0062570286455097815,3.107597688179984E-5
2016-07-13,8519.5,8550.25,8493.55,2.01492184E8,8284.38,-1.819190113316264E-4,4.4268668000695405E-5
2016-07-14,8565.0,8571.4,8500.7,1.58738499E8,6890.07,0.005326478102926448,6.860091248617008E-5
2016-07-15,8541.4,8594.8,8510.05,2.28598684E8,12375.84,-0.0027592029851549417,9.819920523822661E-5
2016-07-18,8508.7,8587.1,8494.35,1.69400452E8,8200.06,-0.0038357593319745743,1.1793613642776555E-4
2016-07-19,8528.55,8540.05,8476.7,1.73050805E8,7928.14,0.0023301893183188,5.543754700908896E-5
2016-07-20,8565.85,8569.9,8512.55,1.6534938E8,7936.36,0.004364009172228777,4.5084762133660934E-5
2016-07-21,8510.1,8585.25,8503.45,1.54575685E8,7399.71,-0.0065296745519432715,9.165479315017146E-5
2016-07-22,8541.2,8548.95,8489.8,1.47619642E8,6504.0,0.0036478197540639554,4.820560267670917E-5
2016-07-25,8635.65,8641.15,8517.2,1.54631398E8,7850.12,0.010997470657424058,2.0874549807566148E-4
2016-07-26,8590.65,8644.9,8577.15,1.59563469E8,8765.45,-0.005224581292661802,6.190323987212305E-5
2016-07-27,8615.8,8665.0,8572.05,1.8979638E8,10885.88,0.0029233244406166444,1.163164974029441E-4
2016-07-28,8666.3,8674.7,8625.25,2.40721865E8,12998.06,0.00584421380906831,3.268174619004984E-5
2016-07-29,8638.5,8670.35,8631.15,1.61935155E8,8428.8,-0.0032129841333691732,2.053364727432372E-5
2016-08-01,8636.55,8711.3,8590.5,1.94186858E8,9881.67,-2.2575911598316892E-4,1.9499586367078991E-4
2016-08-02,8622.9,8687.2,8611.4,1.74556789E8,8652.31,-0.001581742505806558,7.680368342187381E-5
2016-08-03,8544.85,8635.45,8529.6,1.68033073E8,8507.82,-0.009092692722650519,1.52111686158065E-4
2016-08-04,8551.1,8601.4,8518.15,1.69780463E8,7399.03,7.311673558286769E-4,9.459117775521832E-5
2016-08-05,8683.15,8689.4,8590.15,1.62784913E8,7635.01,0.015324436420528317,1.3196711356195685E-4
2016-08-08,8711.35,8723.5,8697.6,1.77877012E8,7862.15,0.003242407048897645,8.841155153414222E-6
2016-08-09,8678.25,8728.35,8638.2,2.06261255E8,9111.4,-0.003806877671094584,1.0778843175464463E-4
2016-08-10,8575.3,8690.1,8564.6,1.78963496E8,8206.18,-0.01193391757965112,2.1161572391649423E-4
2016-08-11,8592.15,8601.15,8540.05,1.95114539E8,8634.8,0.001963017851908133,5.08233919085011E-5
2016-08-12,8672.15,8684.3,8604.45,2.72014034E8,11998.86,0.009267745880991957,8.532746037401359E-5
2016-08-16,8642.55,8682.35,8600.45,2.31771409E8,10937.35,-0.003419063435729824,8.982683301693442E-5
2016-08-17,8624.05,8667.1,8603.6,1.79540691E8,8161.38,-0.0021428662364497363,5.4074370859371795E-5
2016-08-18,8673.25,8690.7,8645.05,1.69431656E8,7900.6,0.00568876445275242,2.7736923709852843E-5
2016-08-19,8666.9,8696.6,8647.1,1.97770568E8,8354.88,-7.324043083656851E-4,3.258286297739019E-5
2016-08-22,8629.15,8684.85,8614.0,1.56976546E8,7394.57,-0.004365165450238113,6.709807974448199E-5
2016-08-23,8632.6,8642.15,8580.0,1.93302503E8,7309.82,3.997277270193764E-4,5.209203129974717E-5
2016-08-24,8650.3,8661.05,8620.9,1.54168043E8,7199.72,0.0020482680786460994,2.1589727691352308E-5
2016-08-25,8592.2,8683.05,8583.65,2.19736214E8,10508.32,-0.006739187460298809,1.3256341039679216E-4
2016-08-26,8572.55,8622.95,8547.55,1.52146666E8,7153.37,-0.0022895770208179967,7.71333835065275E-5
2016-08-29,8607.45,8622.0,8543.75,1.33723771E8,6857.99,0.004062869383885717,8.312068886111766E-5
2016-08-30,8744.35,8750.6,8642.25,1.54828719E8,8392.76,0.015779670194480996,1.552342528523634E-4
2016-08-31,8786.2,8819.2,8754.05,3.73422334E8,22534.29,0.004774531261316747,5.497796190310374E-5
2016-09-01,8774.65,8813.25,8759.95,2.46336047E8,9653.93,-0.0013154262652956953,3.679725050470238E-5
2016-09-02,8809.65,8824.1,8768.2,1.97385217E8,8231.93,0.003980829060059706,4.0386971283075537E-5
2016-09-06,8943.0,8950.85,8848.45,2.01617132E8,9571.31,0.015023391787410141,1.3239257875412422E-4
2016-09-07,8917.95,8968.7,8913.35,2.99145644E8,11430.95,-0.0028050038127360455,3.832334474247632E-5
2016-09-08,8952.5,8960.35,8896.0,2.23937056E8,10773.98,0.003866723339142703,5.194879452683813E-5
2016-09-09,8866.7,8939.15,8858.7,1.81344327E8,9976.28,-0.009630136379477202,8.173026735096255E-5
2016-09-12,8715.6,8746.95,8699.4,1.90199613E8,9248.73,-0.017188163092987728,2.9713514498043268E-5
2016-09-14,8726.6,8739.85,8688.9,1.89984289E8,9112.57,0.001261308947073783,3.418364436259433E-5
2016-09-15,8742.55,8751.95,8704.35,1.49889703E8,7347.34,0.0018260767618550118,2.9742101786661708E-5
2016-09-16,8779.85,8847.65,8750.5,2.74039556E8,14430.63,0.004257414091712508,1.2190468444085443E-4
2016-09-19,8808.4,8824.3,8774.2,1.35814177E8,7364.64,0.0032464884312727363,3.2418019902256255E-5
2016-09-20,8775.9,8816.45,8759.3,1.40718486E8,7035.07,-0.0036964834547443554,4.2292931510887286E-5
2016-09-21,8777.15,8826.85,8757.3,1.5344133E8,7572.41,1.4242539069994042E-4,6.257718602194848E-5
2016-09-22,8867.45,8893.35,8837.8,1.78136644E8,9305.56,0.010235515496083751,3.9260619852254106E-5
2016-09-23,8831.55,8885.2,8820.3,1.91618169E8,9793.98,-0.004056731932207209,5.3744853545736625E-5
2016-09-26,8723.05,8809.55,8715.1,1.69050086E8,8518.5,-0.012361589742133385,1.161913024277364E-4
2016-09-27,8706.4,8768.5,8690.5,1.56100521E8,7446.12,-0.0019105600078839372,7.98392126987721E-5
2016-09-28,8745.15,8767.05,8703.15,1.70643694E8,8348.19,0.004440873582407444,5.35142973482514E-5
2016-09-29,8591.25,8800.65,8558.25,3.84395249E8,19467.3,-0.01775501752844433,7.800766546377098E-4
2016-09-30,8611.15,8637.15,8555.2,1.87333285E8,8849.27,0.002313631688238527,9.088537381423939E-5
2016-10-03,8738.1,8745.2,8635.0,1.41472076E8,7173.62,0.014634899588265053,1.6081452820958302E-4
2016-10-04,8769.15,8783.65,8736.1,1.89990151E8,8251.59,0.0035471056340442638,2.946506186619E-5
2016-10-05,8743.95,8806.95,8731.4,1.62103951E8,6866.33,-0.0028778477131076213,7.422613307027827E-5
2016-10-06,8709.55,8781.15,8684.65,1.68713605E8,8114.93,-0.003941907874533398,1.2210866718271717E-4
2016-10-07,8697.6,8723.7,8663.8,1.550538E8,8144.3,-0.0013729992419518038,4.747257467050583E-5
2016-10-10,8708.8,8745.8,8703.95,1.11794053E8,5159.83,0.0012868831631654618,2.3007750693004875E-5
2016-10-13,8573.35,8681.55,8541.35,2.18861324E8,10581.55,-0.015675453985937313,2.6507126142837794E-4
2016-10-14,8583.4,8604.45,8549.8,1.67848947E8,9613.47,0.0011715506899027308,4.0597546914701926E-5
2016-10-17,8520.4,8615.4,8506.15,2.03516577E8,8590.35,-0.007366817305771525,1.628652814711071E-4
2016-10-18,8677.9,8685.1,8555.9,2.16626083E8,9162.11,0.018316275821285182,2.2463445711628602E-4
2016-10-19,8659.1,8698.75,8636.7,1.77397872E8,7790.01,-0.0021687728406222717,5.1248013179932116E-5
2016-10-20,8699.4,8727.0,8678.3,1.65952091E8,7120.32,0.004643266688410912,3.131534163133386E-5
2016-10-21,8693.05,8709.1,8652.05,1.62162047E8,8022.44,-7.302019303950406E-4,4.3193404503456424E-5
2016-10-24,8708.95,8736.95,8684.15,1.61966274E8,6876.28,0.0018273766721734427,3.674340067084049E-5
2016-10-25,8691.3,8722.65,8663.45,1.95696479E8,8718.02,-0.0020287071798899977,4.637697472004804E-5
2016-10-26,8615.25,8657.3,8596.6,2.26133074E8,9696.9,-0.008788636615468148,4.950697647979904E-5
2016-10-27,8615.25,8624.85,8550.25,2.50336333E8,12300.53,0.0,7.546482336136597E-5
2016-10-28,8638.0,8653.75,8581.75,1.80906084E8,8953.72,0.0026371858270232084,6.980431397046586E-5
2016-10-30,8625.7,8678.25,8616.25,1.6610872E7,805.89,-0.0014249554940435026,5.140804282569897E-5
2016-11-01,8626.25,8669.6,8614.5,1.70068995E8,8441.3,6.376090820862876E-5,4.065112704151609E-5
2016-11-02,8514.0,8549.5,8504.85,1.6013048E8,7683.07,-0.013098012546713908,2.741792342411061E-5
2016-11-03,8484.95,8537.65,8476.15,1.75773254E8,7558.06,-0.0034178614890483976,5.2265048693045874E-5
2016-11-04,8433.75,8504.0,8400.25,2.31783152E8,11798.48,-0.006052492957414144,1.506798900647009E-4
2016-11-07,8497.05,8535.85,8481.45,1.78070534E8,8436.7,0.007477531474391754,4.0877039922821E-5
2016-11-08,8543.55,8559.4,8480.1,2.01759648E8,8515.57,0.005457567857587197,8.663610982069395E-5
2016-11-09,8432.0,8476.2,8002.25,3.23968654E8,15536.37,-0.013142620492470334,0.0033107922221011945
2016-11-10,8525.75,8598.45,8510.7,2.7119693E8,12386.39,0.01105700404045472,1.05221621463154E-4
2016-11-11,8296.3,8460.6,8284.95,2.75221694E8,12485.11,-0.02728136356027867,4.4013846491979273E-4
2016-11-15,8108.45,8288.55,8093.2,3.70298063E8,17387.22,-0.022902904489528118,5.688626353110636E-4
2016-11-16,8111.6,8210.05,8089.4,2.77801233E8,13705.03,3.88408178717196E-4,2.1917176634302308E-4
2016-11-17,8079.95,8151.25,8060.3,1.97183084E8,8713.06,-0.003909451573325995,1.2589991323412196E-4
2016-11-18,8074.1,8128.95,8048.3,1.66199545E8,7901.64,-7.242766062665681E-4,9.941834672759609E-5
2016-11-21,7929.1,8102.45,7916.4,2.25608889E8,9199.11,-0.018121871647160233,5.396295569730874E-4
2016-11-22,8002.3,8019.05,7938.15,2.16677654E8,9000.44,0.00918946421801175,1.028137263280169E-4
2016-11-23,8033.3,8055.2,7973.1,1.86602328E8,8681.67,0.003866402082667232,1.049491624501712E-4
2016-11-24,7965.5,8024.85,7952.55,2.68619026E8,11868.11,-0.008475686411485068,8.190875005248535E-5
2016-11-25,8114.3,8122.25,7976.75,1.83355873E8,8920.79,0.01850822120281033,3.2674716452191796E-4
2016-11-28,8126.9,8146.5,8066.5,1.95595287E8,8666.87,0.001551609798274446,9.739131936617061E-5
2016-11-29,8142.15,8197.35,8128.7,1.95618384E8,8486.32,0.0018747258710823762,7.072679027482091E-5
2016-11-30,8224.5,8234.25,8139.25,2.55725357E8,14473.78,0.010063231627096166,1.3465853969742606E-4
2016-12-01,8192.9,8250.8,8185.05,1.62597213E8,7720.96,-0.00384957898620221,6.401353355330672E-5
2016-12-02,8086.8,8159.3,8070.05,1.76767415E8,8050.5,-0.013034822785839032,1.2097146621007611E-4
2016-12-05,8128.75,8141.9,8056.85,1.30435865E8,6432.02,0.005174057443189948,1.1026904237024835E-4
2016-12-06,8143.15,8178.7,8130.85,1.18854323E8,5417.56,0.0017699228435711283,3.443042715246873E-5
2016-12-07,8102.05,8190.45,8077.5,1.75024334E8,7900.03,-0.005059966967614639,1.9283273523595625E-4
2016-12-08,8246.85,8256.25,8151.75,1.46857616E8,7275.01,0.017714193176468933,1.622531069118061E-4
2016-12-09,8261.75,8274.95,8241.95,1.54344775E8,6866.81,0.001805120245922591,1.5967317021666153E-5
2016-12-12,8170.8,8230.65,8154.45,1.11432551E8,5026.02,-0.011069606204788154,8.651232891610062E-5
2016-12-13,8221.8,8228.85,8155.8,1.89739559E8,8976.54,0.0062223399032888815,7.951184844371026E-5
2016-12-14,8182.45,8229.4,8165.1,1.4913252E8,6763.63,-0.004797546425438739,6.15304425520532E-5
2016-12-15,8153.6,8225.9,8121.95,1.87425988E8,8579.44,-0.0035320692570365406,1.617332809588148E-4
2016-12-16,8139.45,8178.7,8127.45,2.09268331E8,9854.07,-0.0017369373515074115,3.951370241072013E-5
2016-12-19,8104.35,8132.5,8094.85,1.10669713E8,5272.2,-0.004321655601441878,2.1532591643845766E-5
2016-12-20,8082.4,8124.1,8062.75,1.32026742E8,6296.67,-0.002712096431263081,5.746039407099718E-5
2016-12-21,8061.3,8112.55,8053.25,1.27543733E8,6304.6,-0.0026140242961534598,5.3824359561308446E-5
2016-12-22,7979.1,8046.45,7964.95,1.2640958E8,6206.58,-0.010249210688764674,1.0363921046857497E-4
2016-12-23,7985.75,8022.6,7942.05,1.27921701E8,5907.28,8.330802211864997E-4,1.0183091545182096E-4
2016-12-26,7908.25,7970.05,7893.8,1.10171222E8,4808.67,-0.009752185003088458,9.24121739280009E-5
2016-12-27,8032.85,8044.65,7903.7,1.22463312E8,5282.66,0.01563286567878568,3.124505195406701E-4
2016-12-28,8034.85,8100.55,8028.4,1.30580701E8,5816.34,2.4894664579607243E-4,8.004353580692204E-5
2016-12-29,8103.6,8111.1,8020.8,1.83984077E8,7635.4,0.008520076697512285,1.253353336753786E-4
2016-12-30,8185.8,8197.0,8114.75,1.3145725E8,5800.7,0.01009253842808683,1.0170400440388523E-4
2017-01-02,8179.5,8212.0,8133.8,1.22016111E8,5255.49,-7.699217626575115E-4,9.155198450186808E-5
