Date,Close,High,Low,Shares_Traded,Turnover,log_return,range_volatility
2020-01-03,12226.65,12265.6,12191.35,4.28770054E8,16827.27,-0.004533064188910619,3.686811933501408E-5
2020-01-06,11993.05,12179.1,11974.2,3.96501419E8,16869.22,-0.019290680239015083,2.8788019885179805E-4
2020-01-07,12052.95,12152.15,12005.35,4.47818617E8,17797.68,0.004982127913257648,1.4771303373936636E-4
2020-01-08,12025.35,12044.95,11929.6,4.4599164E8,18281.15,-0.0022925216554330287,9.259786277199054E-5
2020-01-09,12215.9,12224.05,12132.55,4.77469878E8,18456.64,0.01572146029987446,5.645116872606221E-5
2020-01-10,12256.8,12311.2,12213.2,6.6062793E8,18818.62,0.0033425031221734377,6.387339259449499E-5
2020-01-13,12329.55,12337.75,12285.8,5.00968242E8,17522.13,0.005917935140473151,1.7804552080822933E-5
2020-01-14,12362.3,12374.25,12308.7,6.16260555E8,17948.92,0.0026526987005530004,2.821066335295049E-5
2020-01-15,12343.3,12355.15,12278.75,6.84352965E8,17882.51,-0.0015381131197652743,3.847540014709026E-5
2020-01-16,12355.5,12389.05,12315.8,3.95670245E8,16004.06,9.879023266084047E-4,3.516522107407289E-5
2020-01-17,12352.35,12385.45,12321.4,5.02060615E8,21397.63,-2.549796940701581E-4,2.6882239634769704E-5
2020-01-20,12224.55,12430.5,12216.9,4.91609317E8,21415.43,-0.010400103505719096,3.004291070272464E-4
2020-01-21,12169.85,12230.05,12162.3,4.43976442E8,18682.65,-0.004484643334313313,3.0858409506208974E-5
2020-01-22,12106.9,12225.05,12087.9,5.26294513E8,19758.68,-0.005186043526161765,1.272874290237097E-4
2020-01-23,12180.35,12189.0,12094.1,8.67653663E8,23829.39,0.006048459494062653,6.109259622557785E-5
2020-01-24,12248.25,12272.15,12149.65,5.93237908E8,18032.27,0.005559072141750759,1.0064312490173246E-4
2020-01-27,12119.0,12216.6,12107.0,4.41158138E8,17988.61,-0.010608600656474901,8.121406941727054E-5
2020-01-28,12055.8,12163.55,12024.5,4.78484057E8,20917.62,-0.005228597049925123,1.3219341766537363E-4
2020-01-29,12129.5,12169.6,12103.8,5.1436234E8,20646.18,0.006094630054544958,2.9393593297864472E-5
2020-01-30,12035.8,12150.3,12010.6,5.38138743E8,19372.67,-0.007754960177450233,1.337322857654013E-4
2020-01-31,11962.1,12103.55,11945.85,7.71278258E8,26044.91,-0.006142223420045023,1.7199956004501345E-4
2020-02-01,11661.85,12017.35,11633.3,5.37634767E8,20598.12,-0.025420487964002748,0.0010549350502707805
2020-02-03,11707.9,11749.85,11614.5,6.69815788E8,25415.26,0.003940997195259483,1.342390349204325E-4
2020-02-04,11979.65,11986.15,11783.4,5.60430291E8,22338.5,0.022945549276863344,2.910454831185465E-4
2020-02-05,12089.15,12098.15,11953.35,7.5803258E8,22998.05,0.009098979215473266,1.4498506768839748E-4
2020-02-06,12137.95,12160.6,12084.65,5.65116236E8,21735.92,0.004028551993334523,3.925229513989282E-5
2020-02-07,12098.35,12154.7,12073.95,4.73475144E8,16339.61,-0.00326782844243661,4.443138353377414E-5
2020-02-10,12031.5,12103.55,11990.75,5.25674715E8,17185.14,-0.00554086917501395,8.767098974768323E-5
2020-02-11,12107.9,12172.3,12099.0,4.80491557E8,16209.52,0.006329921630102066,3.648249273991393E-5
2020-02-12,12201.2,12231.75,12144.3,4.12399174E8,16598.33,0.007676175434802536,5.148215066802191E-5
2020-02-13,12174.65,12225.65,12139.8,5.01510138E8,16315.27,-0.0021783864356833328,4.9658696028516565E-5
2020-02-14,12113.45,12246.7,12091.2,6.2305327E8,20759.51,-0.005039515608318779,1.6329255815402454E-4
2020-02-17,12045.8,12159.6,12037.0,4.55412408E8,15439.55,-0.005600354051906773,1.0269272413654235E-4
2020-02-18,11992.5,12030.75,11908.05,6.77307424E8,18853.0,-0.004434597067865641,1.0508772020944962E-4
2020-02-19,12125.9,12134.7,12042.1,5.14030605E8,17610.89,0.011062206478915673,5.86797934337852E-5
2020-02-20,12080.85,12152.0,12071.45,5.02875583E8,18831.51,-0.003722106603365098,4.4230544728565296E-5
2020-02-24,11829.4,12012.55,11813.4,4.91224913E8,19421.04,-0.02103359607782139,2.794733426330878E-4
2020-02-25,11797.9,11883.05,11779.9,4.61349973E8,18510.82,-0.002666408659732823,7.600920419059855E-5
2020-02-26,11678.5,11783.25,11639.6,5.67990976E8,21887.07,-0.010172005036684025,1.5045362905160556E-4
2020-02-27,11633.3,11663.85,11536.7,6.09266324E8,21623.47,-0.003877869288740577,1.2014476590966666E-4
2020-02-28,11201.75,11384.8,11175.05,8.10523106E8,32297.15,-0.03780165911136475,3.4579327573273824E-4
2020-03-02,11132.75,11433.0,11036.25,6.81148567E8,24204.55,-0.0061788013630017435,0.0012474035996374803
2020-03-03,11303.3,11342.25,11152.55,6.96919348E8,23281.2,0.015203503750200955,2.844794971425251E-4
2020-03-04,11251.0,11356.6,11082.15,7.98021596E8,26928.46,-0.004637704893553336,5.984563202783126E-4
2020-03-05,11269.0,11389.5,11244.6,1.353209029E9,26980.65,0.0015985793812774052,1.6393895703580404E-4
2020-03-06,10989.45,11035.1,10827.4,1.811564187E9,26455.29,-0.025119871302905144,3.610434513123466E-4
2020-03-09,10451.45,10751.55,10294.45,1.566119057E9,35151.79,-0.05019499690134644,0.0018874693427707657
2020-03-11,10458.4,10545.1,10334.0,1.219079693E9,32548.47,6.647584995526857E-4,4.089239125755038E-4
2020-03-12,9590.15,10040.75,9508.0,1.344263317E9,39283.97,-0.08666895319947657,0.002972241019167082
2020-03-13,9955.2,10159.4,8555.15,1.389061775E9,44167.89,0.03735849765514436,0.029537902876086024
2020-03-16,9197.4,9602.2,9165.1,8.98523271E8,29181.8,-0.0791741923032013,0.002170576532528544
2020-03-17,8967.05,9403.8,8915.6,9.36185892E8,28004.16,-0.02536408746272287,0.002842095939825098
2020-03-18,8468.8,9127.55,8407.05,1.517275761E9,39256.71,-0.057167925833670724,0.006761225740094261
2020-03-19,8263.45,8575.45,7832.55,9.26508824E8,34274.23,-0.02454664624605478,0.008211140265132755
2020-03-20,8745.45,8883.0,8178.2,1.0722636E9,37321.25,0.05669138924710427,0.006833875923354503
2020-03-23,7610.25,8159.25,7583.6,6.54151814E8,23891.9,-0.13903754227747062,0.005353004850210502
2020-03-24,7801.05,8036.95,7511.1,7.39354439E8,28282.09,0.02476231717515871,0.004578921894846961
2020-03-25,8317.85,8376.75,7714.75,7.38114713E8,28482.01,0.0641454679567434,0.006777558787216956
2020-03-26,8641.45,8749.05,8304.9,8.66534643E8,32228.31,0.03816658483208671,0.0027143496678136737
2020-03-27,8660.25,9038.9,8522.9,8.01923401E8,31336.86,0.002173197708783864,0.003455185631141587
2020-03-30,8281.1,8576.0,8244.0,5.93953051E8,24724.44,-0.04476778070303545,0.0015588236888350847
2020-03-31,8597.75,8678.3,8358.0,7.13390935E8,27401.3,0.03752473130703148,0.0014142483105212622
2020-04-01,8253.8,8588.1,8198.35,5.07509685E8,21307.3,-0.04082684076114729,0.0021571017602207646
2020-04-03,8083.8,8356.55,8055.8,6.97752438E8,26561.18,-0.020811641353066516,0.0013434668642555753
2020-04-07,8792.2,8819.4,8360.95,8.15245226E8,35206.69,0.08400290578755377,0.0028496148085450203
2020-04-08,8748.75,9131.7,8653.9,8.9756269E8,37641.68,-0.00495413177366146,0.002888180017227919
2020-04-09,9111.9,9128.35,8904.55,7.43036134E8,32907.82,0.04067041852397847,6.161601465439987E-4
2020-04-13,8993.85,9112.05,8912.4,6.44468815E8,26749.06,-0.013040241121341193,4.908062699835518E-4
2020-04-15,8925.3,9261.2,8874.1,8.80159358E8,41878.64,-0.007651069878088075,0.001823008884823789
2020-04-16,8992.8,9053.75,8821.9,7.20116479E8,31318.29,0.007534316619288413,6.729754414735276E-4
2020-04-17,9266.75,9324.0,9091.35,6.8491052E8,33334.73,0.030008467628351927,6.384874477991116E-4
2020-04-20,9261.85,9390.85,9230.8,7.26364699E8,28620.91,-5.289120726044875E-4,2.954992735151613E-4
2020-04-21,8981.45,9044.4,8909.4,6.55122903E8,28273.89,-0.03074247350877093,2.2616798706998715E-4
2020-04-22,9187.3,9209.75,8946.25,7.34383388E8,33981.82,0.02266075638210351,8.42639612721634E-4
2020-04-23,9313.9,9343.6,9170.15,6.66650462E8,30270.55,0.0136858123823579,3.511116369341814E-4
2020-04-24,9154.4,9296.9,9141.3,6.59439249E8,32859.05,-0.017273269955520296,2.8488052018411106E-4
2020-04-27,9282.3,9377.1,9250.35,5.12793298E8,26696.54,0.013874722895871999,1.8520918489525008E-4
2020-04-28,9380.9,9404.4,9260.0,6.14548983E8,30091.41,0.010566346325391251,2.3943279850897515E-4
2020-04-29,9553.35,9599.85,9392.35,6.5302695E8,31673.23,0.01821617107952879,4.775075091215879E-4
2020-04-30,9859.9,9889.05,9731.5,9.31173802E8,39332.46,0.03158414825312425,2.579248108465264E-4
2020-05-04,9293.5,9533.5,9266.95,6.87487134E8,29785.95,-0.05916079550901353,8.041537285395721E-4
2020-05-05,9205.6,9450.9,9190.75,7.25196178E8,29700.2,-0.009503236539158732,7.791038368337055E-4
2020-05-06,9270.9,9346.9,9116.5,7.22185448E8,30798.1,0.007068467716618194,6.229406504794498E-4
2020-05-07,9199.05,9277.85,9175.9,7.08740416E8,59705.53,-0.0077802443900713515,1.220882933953901E-4
2020-05-08,9251.5,9382.65,9238.2,6.09053504E8,30743.45,0.0056854826859751096,2.407207368186309E-4
2020-05-11,9239.2,9439.9,9219.95,7.04647074E8,31048.47,-0.0013303987208930653,5.558170405154099E-4
2020-05-12,9196.55,9240.85,9043.95,8.05458787E8,37706.27,-0.004626888093829281,4.638788487173638E-4
2020-05-13,9383.55,9584.5,9351.1,8.46395245E8,36488.9,0.020129742512240333,6.077815944395895E-4
2020-05-14,9142.75,9281.1,9119.75,6.02555564E8,29541.59,-0.02599694075145828,3.075703189192755E-4
2020-05-15,9136.85,9182.4,9050.0,5.75857112E8,25847.33,-6.455283709578169E-4,2.1094223799764876E-4
2020-05-18,8823.25,9158.3,8806.75,7.72983297E8,33347.46,-0.034925404242762116,0.0015321039166962158
2020-05-19,8879.1,9030.35,8855.3,7.62152894E8,32026.94,0.006309917644358519,3.831797066376383E-4
2020-05-20,9066.55,9093.8,8875.35,6.2230814E8,30721.99,0.020891616387661998,5.912236714847482E-4
2020-05-21,9106.25,9178.55,9056.1,6.31542699E8,28303.51,0.004369174057383805,1.8038306545239895E-4
2020-05-22,9039.25,9149.6,8968.55,6.75759336E8,31625.47,-0.00738478460081561,3.9944616884579593E-4
2020-05-26,9029.05,9161.65,8996.65,6.5495996E8,30871.59,-0.0011290493387357832,3.302945539406257E-4
2020-05-27,9314.95,9334.0,9004.25,7.63492487E8,34603.88,0.031173479330792266,0.0012936221707117348
2020-05-28,9490.1,9511.25,9336.5,8.37911425E8,37761.91,0.018628513621497384,3.438747003662316E-4
2020-05-29,9580.3,9598.85,9376.9,9.67005438E8,45006.25,0.009459756758424582,5.472830558960752E-4
2020-06-01,9826.15,9931.6,9706.95,7.94183122E8,38096.92,0.025338292519217084,5.234701098594925E-4
2020-06-02,9979.1,9995.6,9824.05,7.70192848E8,36723.11,0.015445706644400328,2.9968925088596544E-4
2020-06-03,10061.55,10176.2,10035.55,7.94664422E8,38343.61,0.008228322453736857,1.9370714917510474E-4
2020-06-04,10029.1,10123.85,9944.25,7.75106567E8,36399.04,-0.0032303612096776253,3.2039323200644697E-4
2020-06-05,10142.15,10177.8,10040.75,9.87122302E8,37824.63,0.01120914010549148,1.8379401355049879E-4
2020-06-08,10167.45,10328.5,10120.25,9.36485541E8,37819.06,0.0024914339117400133,4.14883831518627E-4
2020-06-09,10046.65,10291.15,10021.45,7.5421746E8,36201.05,-0.011952195553601492,7.052480547304633E-4
2020-06-10,10116.15,10148.75,10036.85,6.32383068E8,28485.47,0.006893911089192986,1.2292656217256065E-4
2020-06-11,9902.0,10112.05,9885.05,7.15453486E8,30813.85,-0.02139639975380881,5.154837506237857E-4
2020-06-12,9972.9,9996.05,9544.35,7.96306399E8,36505.77,0.007134657357130778,0.0021381985061869964
2020-06-15,9813.7,9943.35,9726.35,7.16053036E8,31926.65,-0.016092045671383177,4.8687696413908093E-4
2020-06-16,9914.0,10046.15,9728.5,8.99895044E8,36257.89,0.010168530973403287,0.0010323211308512403
2020-06-17,9881.15,10003.6,9833.8,6.8541839E8,30700.69,-0.003318997851049477,2.930806024999944E-4
2020-06-18,10091.65,10111.2,9845.05,6.22895963E8,28594.32,0.021079447494686824,7.115518666268306E-4
2020-06-19,10244.4,10272.4,10072.65,8.92096343E8,48103.56,0.015022865580104622,3.856061526090139E-4
2020-06-22,10311.2,10393.65,10277.6,6.85385093E8,35529.8,0.006499468286308812,1.2607411480927352E-4
2020-06-23,10471.0,10484.7,10301.75,6.69195109E8,34148.13,0.015378848196892156,3.098750416360563E-4
2020-06-24,10305.3,10553.15,10281.95,8.54799801E8,41394.45,-0.015951205305137297,6.777932533462842E-4
2020-06-25,10288.9,10361.8,10194.5,9.94190886E8,41726.07,-0.0015926817712496291,2.6496051368018927E-4
2020-06-26,10383.0,10409.85,10311.25,6.71910159E8,31841.68,0.009104209092378747,9.057216805994121E-5
2020-06-29,10312.4,10337.95,10223.6,5.74544482E8,27019.46,-0.006822798677230463,1.2371705796109035E-4
2020-06-30,10302.1,10401.05,10267.35,5.5623856E8,27342.55,-9.992966947658516E-4,1.673867995493894E-4
2020-07-01,10430.05,10447.05,10299.6,5.73550127E8,28736.28,0.012343304915724197,2.0205435214867569E-4
2020-07-02,10551.7,10598.2,10485.55,5.97423931E8,31235.17,0.01159592151654617,1.1419180373929902E-4
2020-07-03,10607.35,10631.3,10562.65,5.25190704E8,25186.39,0.005260172674752368,4.196819598775726E-5
2020-07-06,10763.65,10811.4,10695.1,5.71212914E8,29857.54,0.01462755948628082,1.1697374941070318E-4
2020-07-07,10799.65,10813.8,10689.7,6.36764929E8,36502.37,0.0033390096550110133,1.332278106316466E-4
2020-07-08,10705.75,10847.85,10676.55,7.67941333E8,37676.34,-0.008732745890836629,2.533558561233232E-4
2020-07-09,10813.45,10836.85,10733.0,6.18652409E8,31315.87,0.01000974936330002,9.272256873771972E-5
2020-07-10,10768.05,10819.4,10713.0,5.90705425E8,31557.58,-0.004207313390691434,9.767095607871627E-5
2020-07-13,10802.7,10894.05,10756.05,5.54050579E8,30606.3,0.0032126866059742,1.6252123518587747E-4
2020-07-14,10607.35,10755.65,10562.9,5.32368699E8,30902.47,-0.018248945829038105,3.2700704489475147E-4
2020-07-15,10618.2,10827.45,10577.75,7.15901258E8,42376.03,0.0010223528667139743,5.443746559462775E-4
2020-07-16,10739.95,10755.3,10595.2,6.94402635E8,41453.95,0.011400923653342283,2.2492764469778724E-4
2020-07-17,10901.7,10933.45,10749.65,6.76881092E8,35592.83,0.014948306800439333,2.8742799430204113E-4
2020-07-20,11022.2,11037.9,10953.0,5.54306867E8,32738.64,0.010992680446704291,5.962023450551372E-5
2020-07-21,11162.25,11179.55,11113.25,7.71998838E8,42461.89,0.012626128711697352,3.538020699860171E-5
2020-07-22,11132.6,11238.1,11056.55,7.65074288E8,41068.72,-0.0026598086535778794,2.652591538779537E-4
2020-07-23,11215.45,11239.8,11103.15,6.21575333E8,32744.93,0.007414551118342539,1.496266891918148E-4
2020-07-24,11194.15,11225.4,11090.3,6.78935175E8,40217.17,-0.0019009715848837335,1.4660887879832475E-4
2020-07-27,11131.8,11225.0,11087.85,5.88148687E8,34539.73,-0.005585443136371612,1.5113061950383438E-4
2020-07-28,11300.55,11317.75,11151.4,6.8389135E8,38677.47,0.01504551982144569,2.1925433290195386E-4
2020-07-29,11202.85,11341.4,11149.75,6.00726301E8,38726.02,-0.008683186883977411,2.904526463851602E-4
2020-07-30,11102.15,11299.95,11084.95,6.77761342E8,39150.44,-0.009029426960437587,3.6902288867803415E-4
2020-07-31,11073.45,11150.4,11026.65,6.42560311E8,36220.09,-0.0025884319724486563,1.2455233410605396E-4
2020-08-03,10891.6,11058.05,10882.25,6.80929323E8,31149.94,-0.016558501347417372,2.5682139384945637E-4
2020-08-04,11095.25,11112.25,10908.1,6.25738313E8,35357.96,0.01852523886716068,3.4382322612651773E-4
2020-08-05,11101.65,11225.65,11064.05,6.67639446E8,34894.58,5.766571167461483E-4,2.102565220668154E-4
2020-08-06,11200.15,11256.8,11127.3,6.00374615E8,31501.08,0.008833425148686718,1.338843900195132E-4
2020-08-07,11214.05,11231.9,11142.05,4.52629891E8,27054.43,0.0012402853353563766,6.450828515373916E-5
2020-08-10,11270.15,11337.3,11238.0,4.91999534E8,29108.25,0.004990181230942265,7.739217098046496E-5
2020-08-11,11322.5,11373.6,11299.15,5.86084846E8,30314.89,0.004634258813425212,4.3130462848062125E-5
2020-08-12,11308.4,11322.0,11242.65,6.0985896E8,28088.09,-0.001246084055380327,4.946525255165322E-5
2020-08-13,11300.45,11359.3,11269.95,5.62355175E8,26500.52,-7.032644586220171E-4,6.236103263468164E-5
2020-08-14,11178.4,11366.25,11111.45,6.45109756E8,31059.23,-0.010859203150128484,5.140345417898244E-4
2020-08-17,11247.1,11267.1,11144.5,6.33963958E8,27468.67,0.006126972858148093,1.197026791485818E-4
2020-08-18,11385.35,11401.7,11253.15,5.79242492E8,27267.51,0.012217123605577227,1.7198690067527807E-4
2020-08-19,11408.4,11460.35,11394.1,6.26217997E8,27528.12,0.0020224849230216792,3.361186734301915E-5
2020-08-20,11312.2,11361.45,11289.8,7.9158777E8,27676.18,-0.008468136833463799,4.00231190773801E-5
2020-08-21,11371.6,11418.5,11362.2,6.6871917E8,26294.26,0.0052372297208920626,2.443117866565986E-5
2020-08-24,11466.45,11497.25,11410.65,5.32900535E8,28920.84,0.008306361125610326,5.716488785624759E-5
2020-08-25,11472.25,11525.9,11423.35,6.38152608E8,28742.82,5.05695625611065E-4,7.98730204903137E-5
2020-08-26,11549.6,11561.75,11461.85,7.43442521E8,34852.01,0.0067197285239703015,7.530953324609215E-5
2020-08-27,11559.25,11617.35,11540.6,7.1977649E8,31580.61,8.351779133036767E-4,4.3935919109068596E-5
2020-08-28,11647.6,11686.05,11589.4,8.06997707E8,39349.92,0.007614167958564083,6.897195368661342E-5
2020-08-31,11387.5,11794.25,11325.85,1.37178945E9,61668.55,-0.022583887619258884,0.0016422270628204242
2020-09-01,11470.25,11553.55,11366.9,7.83769555E8,36752.54,0.007240464307211334,2.652704661755314E-4
2020-09-02,11535.0,11554.75,11430.4,5.93494423E8,27454.65,0.005629164732428894,1.1707532178169679E-4
2020-09-03,11527.45,11584.95,11507.65,6.07115212E8,26868.26,-6.5474399031464E-4,4.482048559255841E-5
2020-09-04,11333.85,11452.05,11303.65,6.81338905E8,31746.86,-0.01693732449116851,1.7012169756882385E-4
2020-09-07,11355.05,11381.15,11251.7,5.60322964E8,25959.82,0.0018687557501366183,1.3085643435475867E-4
2020-09-08,11317.35,11437.25,11290.45,5.7223935E8,27979.7,-0.003325632464696761,1.6688342542862326E-4
2020-09-09,11278.0,11298.15,11185.15,7.28880693E8,32660.67,-0.0034830210446831823,1.0104249955944253E-4
2020-09-10,11449.25,11464.05,11327.4,6.79419973E8,39239.1,0.01507030028649042,1.437956537195626E-4
2020-09-11,11464.45,11493.5,11419.9,5.54789157E8,29614.09,0.0013267173987232086,4.127048132223594E-5
2020-09-14,11440.05,11568.9,11383.55,6.42270123E8,33996.94,-0.0021305864987327225,2.608590770736621E-4
2020-09-15,11521.8,11535.95,11442.25,5.06667239E8,28054.51,0.007120536490514026,6.651383322582828E-5
2020-09-16,11604.55,11618.1,11516.75,5.27804775E8,27629.71,0.007156369523104026,7.676790308364264E-5
2020-09-17,11516.1,11587.2,11498.5,5.17729494E8,29674.95,-0.007651206302177675,5.9050748902002294E-5
2020-09-18,11504.95,11584.1,11446.1,7.64154094E8,48698.68,-9.686787415754223E-4,1.4362602498293848E-4
2020-09-21,11250.55,11535.25,11218.5,6.02851737E8,37213.23,-0.02236036119704115,7.752528766136837E-4
2020-09-22,11153.65,11302.2,11084.65,6.72249921E8,36296.49,-0.008650217746793273,3.777630974303755E-4
2020-09-23,11131.85,11259.55,11024.4,7.14925847E8,35542.98,-0.001956429692266528,4.4544885675180544E-4
2020-09-24,10805.55,11015.3,10790.2,7.06139506E8,33623.71,-0.029750477881848796,4.2629450817759795E-4
2020-09-25,11050.25,11072.6,10854.85,5.59597322E8,31122.18,0.022393161118835776,3.9448329122875807E-4
2020-09-28,11227.55,11239.35,11099.85,4.72777324E8,24361.17,0.015917527178764334,1.5598558442001285E-4
2020-09-29,11222.4,11305.4,11181.0,4.98295735E8,26875.14,-4.5879835726466887E-4,1.224248976667063E-4
2020-09-30,11247.55,11295.4,11184.55,4.99343849E8,28134.77,0.002238546191905813,9.726301870863335E-5
2020-10-01,11416.95,11428.6,11347.05,4.47740006E8,26212.72,0.014948766094795703,5.1282604480289874E-5
2020-10-05,11503.35,11578.05,11452.3,5.30597393E8,31341.55,0.007539204045733728,1.1925690510317303E-4
2020-10-06,11662.4,11680.3,11564.3,5.61444728E8,30373.65,0.013731694349654332,9.961827705229755E-5
2020-10-07,11738.85,11763.05,11629.35,5.13367516E8,32935.98,0.006533862249180739,1.3067204895756112E-4
2020-10-08,11834.6,11905.7,11791.15,6.08768573E8,38677.49,0.008123590443176206,9.347074517073414E-5
2020-10-09,11914.2,11938.6,11805.2,6.11079482E8,34546.8,0.006703521700736463,1.2626423123152173E-4
2020-10-12,11930.95,12022.05,11867.2,5.22627571E8,26586.47,0.0014048980824201138,1.6806974656863132E-4
2020-10-13,11934.5,11988.2,11888.9,4.58304851E8,29403.22,2.975012016269282E-4,6.918315114909715E-5
2020-10-14,11971.05,11997.2,11822.15,5.69245407E8,29940.62,0.0030578696980628857,2.1604292428835156E-4
2020-10-15,11680.35,12025.45,11661.3,6.08865041E8,35175.92,-0.024583292316473156,9.45536076107681E-4
2020-10-16,11762.45,11789.75,11667.85,5.55764762E8,30439.19,0.007004311400897572,1.0802096893372794E-4
2020-10-19,11873.05,11898.25,11820.4,5.4142099E8,29888.6,0.009358871804925359,4.309237307774213E-5
2020-10-20,11896.8,11949.25,11837.25,4.53560934E8,28367.34,0.0019983304819722702,8.868320262198746E-5
2020-10-21,11937.65,12018.65,11775.75,6.2365814E8,37477.13,0.0034278147805934457,4.1686523463756273E-4
2020-10-22,11896.45,11939.55,11823.45,5.44901152E8,33013.17,-0.0034572348892397747,9.548360468647068E-5
2020-10-23,11930.35,11974.55,11908.75,5.02340361E8,27424.61,0.0028455371996451177,3.0361645728347965E-5
2020-10-26,11767.75,11942.85,11711.7,5.19815905E8,29316.02,-0.013722834461522889,3.819847757746501E-4
2020-10-27,11889.4,11899.05,11723.0,6.16318543E8,37989.97,0.010284507834007878,2.2218409318298192E-4
2020-10-28,11729.6,11929.4,11684.85,7.04018608E8,37025.89,-0.013531685368635521,4.290205200135666E-4
2020-10-29,11670.8,11744.15,11606.45,5.54959844E8,30436.62,-0.005025565695959923,1.3910471531373625E-4
2020-10-30,11642.4,11748.95,11535.45,5.53672805E8,28151.58,-0.002436389174245776,3.363179060014581E-4
2020-11-02,11669.15,11725.65,11557.4,5.68434165E8,35714.57,0.0022950006963143427,2.088841632970591E-4
2020-11-03,11813.5,11836.2,11723.3,6.74303605E8,36363.95,0.012294338008099459,9.18591422165981E-5
2020-11-04,11908.5,11929.65,11756.4,6.67290347E8,38552.09,0.008009485529747545,2.1401129004836614E-4
2020-11-05,12120.3,12131.1,12027.6,6.32455414E8,32311.46,0.017629301958937776,7.341738022260464E-5
2020-11-06,12263.55,12280.4,12131.85,5.76837602E8,34965.94,0.011749715326943234,1.4811546516815534E-4
2020-11-09,12461.05,12474.05,12367.35,5.53449924E8,34255.11,0.015976331334718024,7.379756562161596E-5
2020-11-10,12631.1,12643.9,12475.25,8.47450692E8,51247.01,0.01355424731828949,1.803166603978862E-4
2020-11-11,12749.15,12769.75,12571.1,8.80475468E8,54744.55,0.009302575925418237,2.458173691400241E-4
2020-11-12,12690.8,12741.15,12624.85,6.22017762E8,36794.24,-0.004587281211030351,8.408558128991786E-5
2020-11-13,12719.95,12735.95,12607.7,5.13948665E8,34568.65,0.002294305582223262,1.0243392845725167E-4
2020-11-14,12780.25,12828.7,12749.45,1.07868139E8,5189.38,0.004729383486755077,3.839927747581278E-5
2020-11-17,12874.2,12934.05,12797.1,7.07676873E8,40977.03,0.007324298123558119,1.1331146985083787E-4
2020-11-18,12938.25,12948.85,12819.35,7.31321438E8,39856.45,0.00496273166287285,1.0102728350286265E-4
2020-11-19,12771.7,12963.0,12745.75,7.68751782E8,44747.08,-0.012956254665088004,2.8565268811209374E-4
2020-11-20,12859.05,12892.45,12730.25,6.63997267E8,42992.15,0.006816057913245701,1.6029630448680985E-4
2020-11-23,12926.45,12968.85,12825.7,6.33117401E8,42031.38,0.005227756180819109,1.2319574314132754E-4
2020-11-24,13055.15,13079.1,12978.0,5.71864976E8,37094.23,0.009907092146913083,6.021636031988591E-5
2020-11-25,12858.4,13145.85,12833.65,6.79005507E8,37401.36,-0.01518539766292209,5.777048668124098E-4
2020-11-26,12987.0,13018.0,12790.4,5.49798925E8,34624.15,0.00995156285515894,3.1110347522210144E-4
2020-11-27,12968.95,13035.3,12914.3,1.162360673E9,78522.93,-0.0013908181291474332,8.697124588687204E-5
2020-12-01,13109.05,13128.4,12962.8,5.83633902E8,32917.26,0.010744792383060973,1.6114031642937935E-4
2020-12-02,13113.75,13128.5,12983.55,7.17711761E8,34008.74,3.584666816914015E-4,1.2326035527889672E-4
2020-12-03,13133.9,13216.6,13107.9,7.13688035E8,39627.71,0.0015353758495279832,6.82030433345966E-5
2020-12-04,13258.55,13280.05,13152.85,6.40514315E8,36428.05,0.009445953432445583,9.262992081169344E-5
2020-12-07,13355.75,13366.65,13241.95,5.91722966E8,33578.64,0.0073043763815936035,8.785271902528063E-5
2020-12-08,13392.95,13435.45,13311.05,5.43165361E8,33755.81,0.002781445377379538,8.653127386920623E-5
2020-12-09,13529.1,13548.9,13449.6,5.02605319E8,28726.97,0.010114472018708576,5.411069760022592E-5
2020-12-10,13478.3,13503.55,13399.3,5.53402501E8,30400.2,-0.003761936351579113,6.006477933142596E-5
2020-12-11,13513.85,13579.35,13402.85,7.87707481E8,33696.57,0.0026341006963332956,1.7116189480977475E-4
2020-12-14,13558.15,13597.5,13472.45,5.58390043E8,28133.58,0.0032727570583044262,8.536083502855208E-5
2020-12-15,13567.85,13589.65,13447.05,4.97600393E8,30828.33,7.151810376354939E-4,1.1127554562364478E-4
2020-12-16,13682.7,13692.35,13606.45,4.62151091E8,27460.18,0.0084292375769653,3.9606099324258026E-5
2020-12-17,13740.7,13773.25,13673.55,4.1600852E8,27712.93,0.004229970498269098,5.2780158842187795E-5
2020-12-18,13760.55,13772.85,13658.6,5.19393189E8,34803.3,0.0014435709974719424,6.93872861749883E-5
2020-12-21,13328.4,13777.5,13131.45,6.872554E8,38243.62,-0.03190870565767625,0.002306564915458225
2020-12-22,13466.3,13492.05,13192.9,6.961973E8,36328.33,0.010293171226603563,5.027378774277286E-4
2020-12-23,13601.1,13619.45,13432.2,4.58651819E8,27073.45,0.009960403618605139,1.9165934389111887E-4
2020-12-24,13749.25,13771.75,13626.9,4.7136773E8,24764.35,0.010833605346231154,1.1180127430806333E-4
2020-12-28,13873.2,13885.3,13811.55,4.0363403E8,20923.06,0.008974644316761851,2.836124787119692E-5
2020-12-29,13932.6,13967.6,13859.9,4.39593961E8,25154.23,0.004272496411424223,5.9916626331410225E-5
2020-12-30,13981.95,13997.0,13864.95,3.80681073E8,24633.12,0.0035357941585163945,8.985045670216739E-5
